material_id,material_description,common_id1,primary_material_weight_g,comment,invoice_paid_date,year
MAT-29903,Background Material,CID-0508,3146.87,,2026-01-22,2025
MAT-29904,Background Material,CID-0509,4044.67,,2025-08-03,2024
MAT-29905,Background Material,CID-0510,2528.47,legacy mapping,2025-03-20,2025
MAT-29906,Background Material,CID-0511,1376.81,legacy mapping,2024-12-04,2026
MAT-29907,Background Material,CID-0512,873.89,,2026-08-12,2024
MAT-29908,Background Material,CID-0513,1307.0,,2025-03-26,2026
MAT-29909,Background Material,CID-0514,4310.21,legacy mapping,2024-03-20,2024
MAT-29910,Background Material,CID-0515,4188.23,confirmed 2025 review,2025-04-22,2025
MAT-29911,Background Material,CID-0516,3630.27,,2024-10-24,2025
MAT-29912,Background Material,CID-0517,272.57,legacy mapping,2024-01-06,2025
MAT-29913,Background Material,CID-0518,1994.33,legacy mapping,2025-12-25,2026
MAT-29914,Background Material,CID-0519,1169.07,confirmed 2025 review,2025-05-05,2026
MAT-29915,Background Material,CID-0520,4351.52,,2025-08-13,2026
MAT-29916,Background Material,CID-0521,1579.13,,2024-09-21,2025
MAT-29917,Background Material,CID-0522,4780.96,confirmed 2025 review,2026-11-28,2025
MAT-29918,Background Material,CID-0523,1675.5,legacy mapping,2024-05-21,2026
MAT-29919,Background Material,CID-0524,1956.38,,2026-11-19,2024
MAT-29920,Background Material,CID-0525,2600.24,,2025-09-01,2026
MAT-29921,Background Material,CID-0526,43.37,,2024-07-04,2026
MAT-29922,Background Material,CID-0527,520.43,confirmed 2025 review,2025-04-24,2025
MAT-29923,Background Material,CID-0528,1260.23,,2024-10-03,2024
MAT-29924,Background Material,CID-0529,4692.59,,2026-11-04,2026
MAT-29925,Background Material,CID-0530,4789.02,,2026-03-13,2026
MAT-29926,Background Material,CID-0531,3819.52,,2024-12-06,2025
MAT-29927,Background Material,CID-0532,1473.55,,2026-08-09,2025
MAT-29928,Background Material,CID-0533,3461.42,legacy mapping,2025-03-25,2024
MAT-29929,Background Material,CID-0534,1387.16,,2025-07-11,2024
MAT-29930,Background Material,CID-0535,1291.93,legacy mapping,2024-08-03,2025
MAT-29931,Background Material,CID-0536,4897.13,,2026-07-06,2026
MAT-29932,Background Material,CID-0537,2460.79,,2026-07-07,2026
MAT-29933,Background Material,CID-0538,3217.05,confirmed 2025 review,2026-05-04,2024
MAT-29934,Background Material,CID-0539,365.52,legacy mapping,2025-01-16,2024
MAT-29935,Background Material,CID-0540,3264.67,,2024-11-13,2025
MAT-29936,Background Material,CID-0541,758.89,legacy mapping,2025-10-01,2026
MAT-29937,Background Material,CID-0542,3538.32,confirmed 2025 review,2025-07-13,2026
MAT-29938,Background Material,CID-0543,3904.9,,2026-04-01,2025
MAT-29939,Background Material,CID-0544,4770.82,confirmed 2025 review,2024-10-18,2025
MAT-29940,Background Material,CID-0545,1667.87,legacy mapping,2025-01-21,2026
MAT-29941,Background Material,CID-0546,454.24,legacy mapping,2024-08-25,2025
MAT-29942,Background Material,CID-0547,3239.32,,2026-01-13,2026
MAT-29943,Background Material,CID-0548,955.82,confirmed 2025 review,2024-11-23,2025
MAT-29944,Background Material,CID-0549,2433.03,confirmed 2025 review,2026-04-05,2024
MAT-29945,Background Material,CID-0550,966.27,,2025-07-03,2026
MAT-29946,Background Material,CID-0551,3217.39,confirmed 2025 review,2026-08-01,2024
MAT-29947,Background Material,CID-0552,1697.09,legacy mapping,2026-01-13,2024
MAT-29948,Background Material,CID-0553,1059.18,confirmed 2025 review,2026-09-05,2026
MAT-29949,Background Material,CID-0554,2897.15,,2024-12-05,2025
MAT-29950,Background Material,CID-0500,3269.5,confirmed 2025 review,2026-01-08,2026
MAT-29951,Background Material,CID-0501,3244.28,,2024-11-02,2025
MAT-29952,Background Material,CID-0502,4103.88,,2025-10-06,2026
MAT-29953,Background Material,CID-0503,320.72,,2024-08-20,2026
MAT-29954,Background Material,CID-0504,1103.64,,2025-06-26,2026
MAT-29955,Background Material,CID-0505,3392.31,legacy mapping,2024-11-19,2026
MAT-29956,Background Material,CID-0506,687.51,,2024-10-06,2025
MAT-29957,Background Material,CID-0507,317.05,legacy mapping,2024-07-06,2026
MAT-29958,Background Material,CID-0508,1850.27,,2025-04-19,2024
MAT-29959,Background Material,CID-0509,667.72,confirmed 2025 review,2024-01-16,2024
MAT-29960,Background Material,CID-0510,32.74,,2024-12-21,2026
MAT-29961,Background Material,CID-0511,4434.69,confirmed 2025 review,2026-08-23,2024
MAT-29962,Background Material,CID-0512,1031.59,legacy mapping,2026-08-14,2024
MAT-29963,Background Material,CID-0513,4690.51,,2026-03-23,2025
MAT-29964,Background Material,CID-0514,3060.64,,2026-05-12,2025
MAT-29965,Background Material,CID-0515,23.85,,2024-02-17,2024
MAT-29966,Background Material,CID-0516,3094.99,,2025-11-22,2024
MAT-29967,Background Material,CID-0517,1382.86,,2024-03-22,2025
MAT-29968,Background Material,CID-0518,2488.08,,2026-01-02,2026
MAT-29969,Background Material,CID-0519,1821.6,,2025-05-11,2026
MAT-29970,Background Material,CID-0520,4025.96,confirmed 2025 review,2024-02-24,2024
MAT-29971,Background Material,CID-0521,4624.38,,2024-01-16,2026
MAT-29972,Background Material,CID-0522,581.21,,2026-08-19,2026
MAT-29973,Background Material,CID-0523,1630.54,,2026-11-11,2024
MAT-29974,Background Material,CID-0524,3895.1,legacy mapping,2024-02-08,2026
MAT-29975,Background Material,CID-0525,2063.56,,2025-04-03,2025
MAT-29976,Background Material,CID-0526,2925.88,,2025-03-07,2026
MAT-29977,Background Material,CID-0527,2275.5,confirmed 2025 review,2025-03-15,2026
MAT-29978,Background Material,CID-0528,971.58,legacy mapping,2025-04-11,2024
MAT-29979,Background Material,CID-0529,161.44,,2025-03-04,2025
MAT-29980,Background Material,CID-0530,2293.44,,2025-04-10,2026
MAT-29981,Background Material,CID-0531,784.78,,2026-09-28,2024
MAT-29982,Background Material,CID-0532,433.29,confirmed 2025 review,2024-10-16,2025
MAT-29983,Background Material,CID-0533,1396.58,confirmed 2025 review,2026-04-08,2025
MAT-29984,Background Material,CID-0534,2171.81,,2026-03-19,2024
MAT-29985,Background Material,CID-0535,2089.44,,2024-08-24,2026
MAT-29986,Background Material,CID-0536,169.07,confirmed 2025 review,2025-12-27,2024
MAT-29987,Background Material,CID-0537,2262.75,,2024-09-25,2024
MAT-29988,Background Material,CID-0538,3466.11,confirmed 2025 review,2024-03-12,2025
MAT-29989,Background Material,CID-0539,1196.07,,2024-08-22,2025
MAT-29990,Background Material,CID-0540,809.85,confirmed 2025 review,2026-12-19,2024
MAT-29991,Background Material,CID-0541,4882.13,confirmed 2025 review,2024-12-13,2024
MAT-29992,Background Material,CID-0542,3949.5,legacy mapping,2026-08-23,2026
MAT-29993,Background Material,CID-0543,7.82,,2025-12-11,2026
MAT-29994,Background Material,CID-0544,164.54,confirmed 2025 review,2025-12-20,2026
MAT-29995,Background Material,CID-0545,2876.57,,2026-02-20,2025
MAT-29996,Background Material,CID-0546,3679.07,,2026-11-12,2024
MAT-29997,Background Material,CID-0547,555.72,legacy mapping,2025-10-02,2025
MAT-29998,Background Material,CID-0548,1832.8,,2026-12-25,2024
MAT-29999,Background Material,CID-0549,692.89,legacy mapping,2024-09-04,2026
MAT-30000,Background Material,CID-0550,2392.99,,2026-04-11,2025
MAT-30001,Background Material,CID-0551,4489.77,confirmed 2025 review,2025-01-03,2025
MAT-30002,Background Material,CID-0552,1726.79,confirmed 2025 review,2026-09-27,2024
MAT-30003,Background Material,CID-0553,2351.35,legacy mapping,2025-10-12,2026
MAT-30004,Background Material,CID-0554,4726.88,,2024-08-03,2024
MAT-30005,Background Material,CID-0500,1954.02,,2025-02-04,2024
MAT-30006,Background Material,CID-0501,1380.44,,2025-03-28,2024
MAT-30007,Background Material,CID-0502,2603.92,,2025-07-22,2026
MAT-30008,Background Material,CID-0503,4658.68,confirmed 2025 review,2025-07-15,2026
MAT-30009,Background Material,CID-0504,3223.78,legacy mapping,2024-02-01,2024
MAT-30010,Background Material,CID-0505,4174.9,legacy mapping,2025-10-11,2026
MAT-30011,Background Material,CID-0506,3230.61,legacy mapping,2025-10-22,2026
MAT-30012,Background Material,CID-0507,2651.3,confirmed 2025 review,2025-05-19,2024
MAT-30013,Background Material,CID-0508,4491.51,legacy mapping,2024-05-08,2025
MAT-30014,Background Material,CID-0509,1860.14,legacy mapping,2024-03-12,2025
MAT-30015,Background Material,CID-0510,2280.18,,2026-03-23,2026
MAT-30016,Background Material,CID-0511,1426.95,,2026-12-22,2024
MAT-30017,Background Material,CID-0512,807.11,,2024-06-19,2024
MAT-30018,Background Material,CID-0513,2205.0,legacy mapping,2024-04-18,2026
MAT-30019,Background Material,CID-0514,174.41,legacy mapping,2025-03-12,2025
MAT-30020,Background Material,CID-0515,2699.79,,2026-05-04,2024
MAT-30021,Background Material,CID-0516,2023.41,confirmed 2025 review,2024-08-11,2024
MAT-30022,Background Material,CID-0517,22.47,legacy mapping,2026-12-10,2025
MAT-30023,Background Material,CID-0518,4479.99,,2026-12-15,2025
MAT-30024,Background Material,CID-0519,3446.05,confirmed 2025 review,2024-03-22,2026
MAT-30025,Background Material,CID-0520,585.26,,2025-10-27,2024
MAT-30026,Background Material,CID-0521,2230.42,,2025-01-20,2026
MAT-30027,Background Material,CID-0522,976.55,,2025-04-01,2024
MAT-30028,Background Material,CID-0523,2692.52,confirmed 2025 review,2026-11-03,2026
MAT-30029,Background Material,CID-0524,1972.72,confirmed 2025 review,2025-10-20,2026
MAT-30030,Background Material,CID-0525,4717.07,legacy mapping,2025-03-23,2025
MAT-30031,Background Material,CID-0526,1848.78,legacy mapping,2024-05-12,2025
MAT-30032,Background Material,CID-0527,1541.12,confirmed 2025 review,2026-02-07,2026
MAT-30033,Background Material,CID-0528,4439.14,confirmed 2025 review,2025-05-06,2026
MAT-30034,Background Material,CID-0529,4851.83,confirmed 2025 review,2026-07-05,2026
MAT-30035,Background Material,CID-0530,2990.08,,2024-05-16,2026
MAT-30036,Background Material,CID-0531,4933.21,,2026-07-03,2024
MAT-30037,Background Material,CID-0532,2047.89,legacy mapping,2025-03-18,2025
MAT-30038,Background Material,CID-0533,3551.52,,2024-03-27,2025
MAT-30039,Background Material,CID-0534,1448.03,confirmed 2025 review,2024-05-27,2026
MAT-30040,Background Material,CID-0535,1520.27,confirmed 2025 review,2024-01-26,2024
MAT-30041,Background Material,CID-0536,770.97,legacy mapping,2026-11-16,2024
MAT-30042,Background Material,CID-0537,3269.41,legacy mapping,2025-03-16,2026
MAT-30043,Background Material,CID-0538,3224.28,,2024-05-16,2024
MAT-30044,Background Material,CID-0539,2994.86,legacy mapping,2026-08-19,2025
MAT-30045,Background Material,CID-0540,4341.86,confirmed 2025 review,2026-02-12,2026
MAT-30046,Background Material,CID-0541,3665.05,,2025-03-19,2024
MAT-30047,Background Material,CID-0542,731.54,confirmed 2025 review,2026-03-12,2024
MAT-30048,Background Material,CID-0543,265.39,legacy mapping,2025-11-12,2024
MAT-30049,Background Material,CID-0544,1449.99,,2026-04-25,2026
MAT-30050,Background Material,CID-0545,917.05,,2026-03-18,2025
MAT-30051,Background Material,CID-0546,4362.34,legacy mapping,2025-11-23,2026
MAT-30052,Background Material,CID-0547,1813.25,legacy mapping,2024-01-05,2026
MAT-30053,Background Material,CID-0548,1407.81,confirmed 2025 review,2025-06-06,2024
MAT-30054,Background Material,CID-0549,1090.16,,2024-09-20,2026
MAT-30055,Background Material,CID-0550,4157.25,,2025-08-03,2024
MAT-30056,Background Material,CID-0551,4094.4,,2025-06-10,2026
MAT-30057,Background Material,CID-0552,1813.48,confirmed 2025 review,2026-09-25,2025
MAT-30058,Background Material,CID-0553,861.86,legacy mapping,2024-12-27,2024
MAT-30059,Background Material,CID-0554,1112.57,,2026-04-10,2024
MAT-30060,Background Material,CID-0500,1050.0,,2025-12-25,2024
MAT-30061,Background Material,CID-0501,389.6,confirmed 2025 review,2025-01-07,2024
MAT-30062,Background Material,CID-0502,164.93,,2025-02-09,2024
MAT-30063,Background Material,CID-0503,332.17,,2024-02-20,2024
MAT-30064,Background Material,CID-0504,2938.43,,2024-11-12,2024
MAT-30065,Background Material,CID-0505,454.81,legacy mapping,2026-06-12,2024
MAT-30066,Background Material,CID-0506,4275.84,,2026-10-03,2024
MAT-30067,Background Material,CID-0507,4098.11,,2026-04-23,2024
MAT-30068,Background Material,CID-0508,4821.35,,2026-01-24,2024
MAT-30069,Background Material,CID-0509,4621.24,confirmed 2025 review,2025-12-19,2024
MAT-30070,Background Material,CID-0510,2198.89,,2024-06-13,2025
MAT-30071,Background Material,CID-0511,1072.16,,2025-02-25,2025
MAT-30072,Background Material,CID-0512,618.95,,2026-03-16,2025
MAT-30073,Background Material,CID-0513,3523.95,,2024-06-16,2024
MAT-30074,Background Material,CID-0514,1924.52,confirmed 2025 review,2026-12-10,2026
MAT-30075,Background Material,CID-0515,4880.92,confirmed 2025 review,2024-09-14,2025
MAT-30076,Background Material,CID-0516,4924.83,confirmed 2025 review,2024-02-27,2025
MAT-30077,Background Material,CID-0517,4695.47,legacy mapping,2024-01-22,2025
MAT-30078,Background Material,CID-0518,3360.81,confirmed 2025 review,2025-09-22,2026
MAT-30079,Background Material,CID-0519,425.94,,2025-07-23,2026
MAT-30080,Background Material,CID-0520,4887.88,,2024-06-07,2025
MAT-30081,Background Material,CID-0521,1002.12,confirmed 2025 review,2024-04-27,2025
MAT-30082,Background Material,CID-0522,3626.28,legacy mapping,2026-10-19,2025
MAT-30083,Background Material,CID-0523,3781.76,confirmed 2025 review,2025-08-22,2026
MAT-30084,Background Material,CID-0524,4750.74,confirmed 2025 review,2026-05-05,2025
MAT-30085,Background Material,CID-0525,541.08,legacy mapping,2025-08-08,2026
MAT-30086,Background Material,CID-0526,4712.07,,2024-12-02,2024
MAT-30087,Background Material,CID-0527,2491.18,,2024-07-20,2026
MAT-30088,Background Material,CID-0528,1635.45,legacy mapping,2026-10-04,2024
MAT-30089,Background Material,CID-0529,3305.74,confirmed 2025 review,2025-04-10,2026
MAT-30090,Background Material,CID-0530,2490.0,legacy mapping,2026-06-26,2026
MAT-30091,Background Material,CID-0531,2733.55,,2025-02-13,2025
MAT-30092,Background Material,CID-0532,1573.48,confirmed 2025 review,2025-08-02,2024
MAT-30093,Background Material,CID-0533,885.17,legacy mapping,2026-03-16,2025
MAT-30094,Background Material,CID-0534,673.31,confirmed 2025 review,2025-02-19,2026
MAT-30095,Background Material,CID-0535,2453.28,confirmed 2025 review,2025-09-28,2024
MAT-30096,Background Material,CID-0536,2533.92,confirmed 2025 review,2025-08-19,2025
MAT-30097,Background Material,CID-0537,3085.08,legacy mapping,2025-06-02,2024
MAT-30098,Background Material,CID-0538,2952.73,,2025-06-26,2026
MAT-30099,Background Material,CID-0539,2920.25,legacy mapping,2025-02-14,2025
MAT-30100,Background Material,CID-0540,4959.74,confirmed 2025 review,2025-01-22,2024
MAT-30101,Background Material,CID-0541,1238.82,legacy mapping,2026-02-23,2024
MAT-30102,Background Material,CID-0542,4344.83,,2025-03-01,2026
MAT-30103,Background Material,CID-0543,1631.26,confirmed 2025 review,2026-07-19,2026
MAT-30104,Background Material,CID-0544,4507.15,legacy mapping,2024-12-16,2026
MAT-30105,Background Material,CID-0545,112.16,legacy mapping,2025-10-13,2025
MAT-30106,Background Material,CID-0546,2863.12,confirmed 2025 review,2024-12-22,2024
MAT-30107,Background Material,CID-0547,1680.5,legacy mapping,2024-10-10,2025
MAT-30108,Background Material,CID-0548,4847.17,,2025-11-28,2024
MAT-30109,Background Material,CID-0549,4202.06,,2025-05-02,2025
MAT-30110,Background Material,CID-0550,4981.14,confirmed 2025 review,2024-10-24,2024
MAT-30111,Background Material,CID-0551,3588.82,,2026-06-09,2024
MAT-30112,Background Material,CID-0552,2832.58,confirmed 2025 review,2025-04-12,2024
MAT-30113,Background Material,CID-0553,3258.03,legacy mapping,2026-05-14,2026
MAT-30114,Background Material,CID-0554,2700.2,,2025-07-09,2026
MAT-30115,Background Material,CID-0500,2577.33,,2024-11-23,2026
MAT-30116,Background Material,CID-0501,4313.69,confirmed 2025 review,2024-11-27,2026
MAT-30117,Background Material,CID-0502,4690.58,legacy mapping,2026-09-26,2026
MAT-30118,Background Material,CID-0503,4264.02,confirmed 2025 review,2026-12-21,2024
MAT-30119,Background Material,CID-0504,2611.83,legacy mapping,2025-03-08,2024
MAT-30120,Background Material,CID-0505,3732.42,legacy mapping,2025-07-11,2024
MAT-30121,Background Material,CID-0506,3170.0,confirmed 2025 review,2025-05-21,2024
MAT-30122,Background Material,CID-0507,1282.98,,2025-04-04,2024
MAT-30123,Background Material,CID-0508,960.39,,2025-08-16,2026
MAT-30124,Background Material,CID-0509,4956.47,confirmed 2025 review,2026-01-07,2024
MAT-30125,Background Material,CID-0510,1364.29,,2025-05-22,2026
MAT-30126,Background Material,CID-0511,880.75,,2026-08-26,2024
MAT-30127,Background Material,CID-0512,277.58,,2025-10-10,2024
MAT-30128,Background Material,CID-0513,4502.97,confirmed 2025 review,2025-11-22,2024
MAT-30129,Background Material,CID-0514,1985.08,,2024-02-19,2026
MAT-30130,Background Material,CID-0515,2501.74,,2026-11-27,2026
MAT-30131,Background Material,CID-0516,4748.42,legacy mapping,2025-02-08,2026
MAT-30132,Background Material,CID-0517,612.26,legacy mapping,2025-10-24,2025
MAT-30133,Background Material,CID-0518,4029.4,,2025-04-05,2024
MAT-30134,Background Material,CID-0519,876.6,legacy mapping,2025-07-09,2026
MAT-30135,Background Material,CID-0520,280.57,legacy mapping,2026-02-11,2026
MAT-30136,Background Material,CID-0521,2119.48,,2025-03-12,2025
MAT-30137,Background Material,CID-0522,3578.64,legacy mapping,2024-11-20,2024
MAT-30138,Background Material,CID-0523,4207.52,,2026-11-08,2025
MAT-30139,Background Material,CID-0524,2764.09,legacy mapping,2026-12-12,2026
MAT-30140,Background Material,CID-0525,611.15,,2025-07-01,2025
MAT-30141,Background Material,CID-0526,4637.61,legacy mapping,2025-02-27,2024
MAT-30142,Background Material,CID-0527,1487.82,,2025-11-11,2026
MAT-30143,Background Material,CID-0528,2032.04,,2025-02-27,2025
MAT-30144,Background Material,CID-0529,2355.99,confirmed 2025 review,2025-12-14,2024
MAT-30145,Background Material,CID-0530,4122.18,legacy mapping,2026-02-12,2025
MAT-30146,Background Material,CID-0531,3010.98,legacy mapping,2025-12-01,2024
MAT-30147,Background Material,CID-0532,3207.22,,2026-08-26,2026
MAT-30148,Background Material,CID-0533,681.33,confirmed 2025 review,2024-11-10,2025
MAT-30149,Background Material,CID-0534,2879.47,,2024-04-17,2026
MAT-30150,Background Material,CID-0535,4848.35,,2026-11-14,2025
